PROJECT_NO,Approval
15056266,
15022516,
15022616,
15046317,
15040491,
15040544,
13073743,
13066593,
13066739,0.0
13066756,
13047084,
13058773,
13058973,
13058979,
13077532,
15058606,
15023984,
15024635,
15029879,
15042523,
15035169,
15035306,
15038286,
15021972,
15041252,
15065437,
15051626,
15056974,
15041765,
15132005,
15133540,
15133081,
15134070,
15134268,
15135438,
15137500,
15137759,
15137779,
16097799,
16043662,
16068370,
16067717,
16075698,
16090437,
16092798,
17010537,
17010194,
15093076,
15093605,
15094282,
15094305,
15095270,
15095646,
15096015,
15096080,
15096113,
14123484,
14124424,
14124396,
14124683,
14125867,
15015218,
15020366,
15021006,
15014037,
15096367,
15099928,
15100175,
15099043,
15102213,
15102929,
15103173,
15105851,
15106654,
16076471,1.0
16076542,
16076847,
17009268,
17009366,
16102543,
16071574,
17010081,
16104856,
16047016,
16125209,
16093693,
17000784,
16116211,
16075173,
16090287,
16093371,
16056812,
16105093,
17006476,
14090471,
17086795,
17088303,
17089152,
17090857,
17091197,
17092254,
17094129,
17092630,
17096091,
14091196,
14096004,
14094617,
14094333,
14092115,
14099363,
14100751,
14099947,
14101002,
14102835,
14103872,
14105782,
14107118,
14106449,
14106892,
14107604,
14110334,
14110340,
17099508,
17105436,
17108241,
17108156,
17112837,
17113399,
17114753,
17114018,
17114192,
14111276,
14112635,
14112640,
14112863,
14112880,
14112882,
14114251,
14113210,
14114560,
14115281,
14117274,
14117291,
14118189,
14119557,
14118618,
14118619,
14119563,
14121951,
17114411,
17118431,
17117543,
17117148,
17119159,
17121066,
17120529,
17122184,
17122251,
17114278,
17114285,
17114289,
17114307,
17115986,
17116614,
17117465,
17117772,
17124574,
17126693,
17128203,
17128226,
17128606,
17127832,
17129190,
17129528,1.0
17130260,
17119162,
17120173,
17120314,
17120492,
17120498,
17121312,
17122198,
17124252,
17127594,
14122244,
14121366,1.0
14122752,
14123376,
14125234,
15062534,
15062740,
15025616,
15067379,
15070689,
15072778,
15072849,
15074728,
15074149,
15073561,
15076144,
15077058,
15076677,
15083801,
15083971,
15082731,
15087199,1.0
15087977,
15088752,
15089202,
15090518,
15091831,
15093012,
15094301,
15093600,
15093725,
15097414,
15097722,
15097757,
15098507,
15099756,
15099875,
15099880,
15101170,
15102104,
15102977,
15103366,
15104282,
15104373,
15105054,
15106692,
15106699,
15107063,
15108284,
15108562,
15109082,
15112561,
15112907,
15113123,
15113974,
15115469,
15115902,
15117163,
15118079,
14131252,
15007311,
14128167,
15000901,1.0
15001245,
17107653,
17111429,
17113033,
17113623,
17114269,
17115705,
17114723,1.0
17116157,
17117063,
17118097,
17118381,
17119166,
17121478,
17120471,
17121779,
17123314,
17126710,
17128559,
17127630,
17128002,
17129582,
17130795,
17130847,
17130891,
17131297,
17132681,
17134944,
12064135,
13065882,
13065889,
13065970,
13050654,
13050668,
13050674,
13061429,
13077515,
13057358,
13068183,
13079301,
13055269,
13084638,
13075915,
13077020,
13065073,
13065079,
13057207,
12085578,
12085579,
12085645,
12086170,
12087085,
12087522,
12089124,
12090154,
12092392,
13064878,
13047882,
13078897,
13079948,
13068980,
13085875,
13069704,
13085110,
13086398,
14020048,
14015720,
14015722,
14030995,
14031024,
14031238,
14031514,
14059066,
14064621,
14025211,
14025480,
14020690,
14014780,
14023117,
14042985,
14048317,
14057205,
14027297,
15009891,
15010152,
15010261,
14132323,
15004533,
14136331,
15019770,
15007720,
15007907,
14131729,
15017722,
15019082,
15008522,
14126241,
14133799,
15002404,
15001123,
15001177,
14133161,
14134154,
14134441,
15007870,
15000694,
15011787,1.0
14131785,
15009327,
14130655,
15013243,
15014229,
15014230,
15014362,
15006195,
15006264,
15006438,
15018007,
15004301,
14110978,
14110332,
14110447,
14112216,
14112636,
14112735,
14112843,
14112857,
14112907,
14116514,
14117272,
14117797,
14118430,
14118746,
14119932,
14120613,
14121898,0.0
14121899,
14015231,
14065204,
14012172,
14045443,
14044851,
14108252,
14108322,
14109317,
14109718,
14111213,
14111314,
14110343,
14110365,
14110372,
14018777,
14026265,
14040448,
14052567,
14052633,
14052703,
14052801,
14109810,
16094370,
17002085,
16070765,
16067470,
16116005,
16104495,
17000377,
17005906,
17006010,
16102181,
16065650,
16049113,
16049216,
16122278,
17003221,
17002415,
17008527,
17005266,
16126375,
17010535,
16129970,
16037249,
16078071,
16124568,
16124576,
16124671,
16109164,
14109818,
14109941,
14110409,
14111237,
14111266,
14112561,
14112638,
14114244,
14114257,
14114562,
14115298,
14115454,
14115931,
14116740,
14116742,
14122566,
14120979,
14122756,
14075171,
14078451,
14078473,
14078539,
14076046,
14080603,
14080619,
12087743,
12087747,
12088425,
12089092,
12090378,
12090451,
12091437,
12092821,
12093021,
17084485,
17084582,
17085883,
17085310,
17085332,
17087212,
17088203,
17089544,
17090001,
17056992,
17060251,
17047961,
17047179,
17066224,
17064339,
17046358,
17045795,
17043504,
17090643,
17091412,
17091526,
17093326,
17098063,
17099596,
17099485,
17103426,
17104857,
17054565,
17062786,
17054534,
17054541,
17042878,
17039294,
17039325,
17050448,
17042236,
14087261,
14087274,
14087282,
14087284,
14083730,
14083909,
14084085,
14084102,
14076596,
17075860,
17061947,
17041884,
17074374,
17048922,
17040268,
17073003,
17073232,
17082592,
17105005,
17104601,
17105312,
17105622,
17106178,
17108161,
17111602,
17115629,
17115651,
17081921,
17083066,
17085468,
17085479,
17085054,
17086006,
17086122,
17086368,
17086782,
14089154,
14079090,
14083240,
14079716,
14073087,
14092732,
14092741,
14092750,
15001922,
15013908,
14128754,
15015789,
15015820,
14135658,
14135726,
15004436,
14129965,
14126673,
15003737,
15003945,
15002470,
15042155,
15039640,
15039689,
15051061,
15050532,
15050539,
15058433,
15047316,
15053623,
15064099,
15022212,
15042687,
15040732,
15040573,
15029750,
15034380,
15039057,
15039155,0.0
15036692,
15034159,
15034302,
15044020,
15048636,
15048694,
15026046,
15021766,
15021985,
15052818,
15025434,
15059816,
15059947,1.0
15052399,
15052540,
15025249,
15049608,
15028382,
15016767,
15015243,
15020603,
15008521,
15008095,
15008098,1.0
15016887,
14132316,
17093408,
17096077,
17102207,
17104911,
17104514,
17104154,
17107107,
17107175,
17107375,
13059642,
13072465,
13076488,
13056139,
13065259,
13066956,
13067102,
13072380,
13074808,
13074980,
13074984,
13074987,
13049029,
13049030,
13049047,
13061747,
13052717,
13053213,
12067978,
12069454,
12073562,
12073699,
12075491,
12076585,
12077496,
12077898,
12078981,
12079212,
12081175,
12081444,
12082534,
12084198,
12084316,
12085318,
12085499,
12085568,
14064126,
14066550,
14056877,
14056880,
14087286,
14087290,
14080918,
14083327,
14083332,
14085990,
14077083,
14086961,
14076885,
14078139,
14079356,
14085279,
14095004,
14096560,
14092184,
14092187,
14094598,
14091290,
14083900,
14084100,
14076058,
14079686,
14079169,
14078047,
14085927,
14076677,
14082200,
13056141,
13049420,
13061729,
13061739,
13064005,
13055184,
13047133,
13067293,
13067296,
14083326,
14088413,
14094176,
14093528,
14093712,
14091192,
14089989,
14092789,
14096290,
14097604,
14097974,
14098005,
14102573,
14102646,
14104210,
14105232,
14105786,
14104734,
13061430,
13053469,
13054773,
13050532,
13075624,
13075628,
13055265,
13055553,
13082075,
14098225,
14098466,
14099127,
14099254,
14099953,
14099981,
14100957,
14102665,
14102688,
14123456,
14124532,
14125703,
14125788,
14125805,
14125808,
14127012,
14135308,
14135420,1.0
14103324,
14103710,
14105557,
14104728,
14109134,
14108677,
14108241,
14108308,
14110747,
16043312,
16039569,
16086887,
16070361,
16107221,
17013181,
16036153,
15112904,
15112998,
15113316,
15113843,
15116029,
15116671,
15117159,
15118056,
15119240,
15120214,
15120563,
15120794,
15120804,
15121013,
15121438,
15122506,
15126411,
15125919,
15090127,
15090182,
15090239,
15092120,
15091373,
15092498,
15125964,
15125967,
15129768,
15130294,
15130779,
15130783,
15130786,
15130834,
15131224,
14104741,
14106777,
14106875,
14108680,
14109140,
14108245,
14108304,
14109711,
14077646,
14076644,
14075215,
14089413,
17025449,
17025794,
17025853,
17027825,
17028010,
17033030,
17032394,
17032539,
17035792,
17065355,
17039272,
17062302,
17062534,
17075928,
17072475,
17076581,
17066335,
17052186,
14069236,
14069300,
14071737,
14077525,
14082673,
14073131,
14077268,
14087835,
14076880,
12069741,
12070412,
12070880,
12072137,
12073877,
12073878,
12074525,
12074570,
12074596,
17036764,
17045820,
17051641,
17049933,
17050057,
17050328,
17078585,
17055324,
17063765,
17060078,
17062984,
17045221,
17044391,
17044424,
17065812,
17058921,
17058983,
17059003,
17039699,
17052560,
17050673,
17051059,
17039924,
17076467,
17079011,
17068768,
17067867,
17063848,
17077434,
17054810,
17050732,
17038149,
17052983,
17053055,
17056538,
17070902,
12074614,
12075113,
12075120,
12075299,
12076754,
12076973,
12077191,
12077567,
12077573,
12078064,
12078371,
12081511,
12084874,
12085021,
12085473,
12086453,
12086456,
12087324,
14086783,
14083770,
14094171,
14096315,
14094017,
14091007,
14094607,
14094612,
14097142,
14097145,
14097977,
14099129,
14099132,
14099603,
14099942,
14101739,
14102683,
14101942,
14102566,
14103734,
14104054,
14106322,
14106356,
14107355,
14109136,
14109139,
14108541,
14109463,
14111285,1.0
14112122,
14112604,
14115487,
14116367,
14119878,
14119382,
14120384,
14120399,
14120596,
14121245,
14122753,
14123085,
14124820,
14126983,
14127542,
15018662,
15004821,
15007137,
14136280,
14136327,
15016705,
15016948,
14135351,
15006016,
15017977,
15018009,
15004877,
15020850,
15020855,
15018396,
14131328,
15015242,
15014235,
15014238,
14131168,
14131231,
14133791,
14133798,
15002794,
13013000,
13013002,
13009347,
13009481,
13009858,
13002575,
13016590,
13016847,
13008982,
13019313,
13019453,
13021265,
13022644,
13022830,
13025009,
13025855,
13027754,
13028471,
13028473,
13028910,
13029165,
13029168,
13032702,
13033264,
13033832,
13034556,
13036550,
13037373,
13039009,
13039243,
13042012,
13043096,
13044232,
13044635,
13044783,
13044786,
12064912,
12064918,
12065763,
12067248,
13069551,
13073319,
13062248,
13073270,
13056776,
13046950,
13047042,
13076760,
13059225,
14071616,
13033716,
13033897,
13034431,
13037886,
13037923,
13040948,
13040962,
13041190,
13042141,
14075724,
14075911,
14075927,
14088075,
14086433,
14086781,
14089423,
14089461,
14083882,
14071745,
14087632,
14076973,
14080833,
14080836,
14080844,
14085609,
14085671,
14077575,
13042239,
13043025,
13043680,
13044371,
13045758,
13064528,
13047585,
13056282,
13065886,
13019185,
13019451,
13019945,
13021444,
13022574,
13022639,
13024431,
13024872,
13025322,
13025386,
13026534,
13026559,
13026561,
13027750,
13027752,
13027753,
13028378,
13029159,
13030851,
13031755,
13032585,
13033840,
13035319,
13035870,
13037726,
13038283,
13039114,
14074312,
14089151,
14089248,
14089466,
14079328,
14079331,
14084836,
14084860,
14086908,
13065910,
13065913,
13076126,
13084219,
13050100,
13050102,
13062229,
13051125,
13072876,
13039115,
13039117,
13039120,
13039245,
13042234,0.0
13042365,
13044105,
13044780,
13057003,
14015717,
14054377,1.0
14031997,
14054692,
14062582,
16085068,
16085327,
16118127,
16040635,
16105561,
16087542,
16072848,
16095231,
16085700,
16039153,
16062122,
16107705,
16110019,
15052328,
15066827,
15022227,
15022331,
15022338,
15022391,
15056850,
15069453,
15069946,
16089617,
16088337,1.0
16054752,
16066345,
16052229,
16091655,
16091658,
16044463,
16129014,
15072699,
15072705,
15073554,
15074329,
15076128,
15077587,
15078555,
15078807,
15078889,
15102195,
15103830,
15104100,
15104402,
15104906,
15105945,
15105123,
15105291,
15108051,
15108440,
15108493,
15108933,
15109164,
15111288,
15112174,
15112494,
15112642,
15112776,
15080427,
15084218,
15084742,
15083512,
15086838,
15085695,
15087667,
15088617,
15089104,
16068388,
17008102,
16082246,
16046044,
16099933,
16100371,
17005957,
16066001,
16035423,
16129366,
16084831,
17027200,
17026726,
17028294,
14033347,
14034007,
14033637,
14055733,
14039444,
14055346,
14039800,
14048358,
14048514,
17028724,
17029264,
17030735,
17030752,
17032909,
17032507,
17033609,
17035680,
17035153,
14036207,
14063648,
14030799,
14060714,
14054282,
14027011,
14016961,
14067937,
14068345,
12064916,
12065843,
12066624,
12066750,
12068061,
18015425,
18016804,
18017820,
18017858,
18018654,
18019619,
18018492,
18020235,
18020377,
18021163,
18024788,
18028632,
18026124,
18030866,
18023891,
18023894,
18023525,
18023047,
17044712,
17067188,
17054549,
17054568,
17063332,
17065400,
17065632,
17052753,
17055930,
14048798,
14069299,
14070854,
14066898,
14069852,
14067938,
14087648,
14076785,
14085345,1.0
18023056,
18026510,
18026849,
18027978,
18028414,
18031459,
18031586,
17016883,
17016376,
17018428,
17023007,
17025163,
17025171,
17024731,
17023823,
17023837,
14085669,
14081024,
14075916,
14073060,
14077402,
14039776,
14020646,
14020688,
14046228,
14028511,
14054627,
14066658,
14041244,
14041288,
14024390,
14024416,
14045926,
14018103,
14023534,
14026858,
14016036,
14061379,
14049823,
14049867,
14026254,
14024492,
14030549,
14030806,
14030846,
14020094,
14060961,
14061007,
14060458,
14048677,
14048800,
14038284,
14029831,
14051280,
14051311,
14070950,
14070970,
14067816,
14070520,
14071620,
14071735,
14078661,
14073620,
14089144,
14084621,
14075922,
14076043,
14086792,
14087698,
14088121,
14084835,
13097534,
12118444,
12122097,
13000782,
13006305,
13002187,
13014444,
13014124,
13013736,
13005995,
12053526,
13006198,
13007499,
13011493,
13011065,
13006982,
13005553,1.0
13010245,
13002843,
13002847,
13072204,
13052781,
13063464,
13063706,
13046536,
13046542,
13075338,
13054813,
13071813,
13062091,
13047234,
13081494,
13081857,
13051123,
13072991,
13073289,
13065249,
13076122,
13065656,
13065719,
13067938,
13052018,
13057208,
13067233,
13067234,
13084214,
13077662,
14035360,
14049578,
14049705,
14040697,
14040698,
14038825,
14036574,
14051752,
14055704,
14045701,
14014572,
14016322,
14027216,
14015171,
14026907,
14034064,
14016698,
14015965,
14015985,
14030015,
14030180,
14039780,
14070850,
14068343,
14070228,
14070078,
14048663,
14029620,
14048363,
14037711,
14011898,
14031032,
14033674,
14029564,
14043891,
14043913,
14038988,
14048210,
14072048,
14078268,
14088250,
14073855,
14079289,
14079292,
14082557,
14089132,
14087692,
15005366,
15008774,
15005739,
15006018,
15006101,
15014079,
15020696,
14129398,
15000875,
13021900,
13023736,
13024285,
13025801,
13028477,
13028599,1.0
13030775,
13030992,
13032712,
14061009,
14061013,
14070942,
14069031,
14069867,
14069166,
14068611,
14070478,
14090501,
15040502,1.0
15040526,
15057735,
15043555,
15035420,
15043315,
15045061,
15045081,
15045443,
16100770,1.0
16106527,
16106569,
17003670,
16114304,
16067391,
16067392,
16060929,
16125385,
16023579,
16024454,
16024684,
16027062,
16027084,
16028533,
16028543,
16029012,
16030366,
16030393,
16031053,
16031076,
16033450,
16034021,
16116691,
16084440,
16096854,
16096860,
14092735,
14092795,
14094173,
14094174,
14094224,
14092553,
14090716,
14097972,
14097127,
14097150,
14097263,
14098189,
14098641,
14101947,
14103736,
14103874,
14104072,
14104226,
16051002,
16063043,
16117242,
16119860,
16040848,
17135601,
17135055,
17137496,
17139053,
17138686,
17138773,
18006579,
18000158,
18000546,
17010282,
16129461,
16122337,
16102182,
16102431,
16123359,
16096833,
16109898,
16112531,
14058307,
14055095,
14052810,
14031645,
14031651,
14020627,
14030271,
14030812,
14048287,
17010168,
17009230,
16114190,
16119942,
16044398,
16049412,
17015323,
17015453,
17015855,1.0
14046436,
14015728,
14045070,
14014401,
14014543,
14014563,
14019553,
14066442,
14017294,
16040610,
16040612,
17014316,
17013491,
17013747,
17015301,
17015531,
17017085,
17017959,
18000905,
17141659,
17142756,
18001801,
18001996,
17140413,
18001383,
18001511,
18003659,
14065645,
14065139,
14019050,
14054277,
14054626,
14054702,
14029792,
14037458,
14060759,
14061776,
14057048,
14061345,
14061577,
14012226,
14012229,
14024302,
14046018,
14046032,
18003676,
17146228,
18002759,
17144002,
17144048,
18008065,
18009494,
18014414,
18015653,
17022654,
17022025,
17021472,
17025288,
17024496,
17024103,
14052017,
14062821,
14052737,
14052744,
14052745,
14052797,
14052807,
14043191,1.0
14064615,
14052560,
14043762,
14043896,
14058474,
14032303,
14032311,
14032005,
14034708,
14063822,
14031461,
14047752,
14034907,
14055705,
14055814,
14016939,
14017052,
14027594,
14015692,
14015736,
14036208,
14031037,
14050574,
14025656,
14025670,
14025759,
14025416,
14061871,
17051700,
17072626,
17037671,
17067012,
17039997,
17081613,
17082531,
17082904,
17083092,
17084605,
17084915,
17085046,
17085050,
17086350,
17087216,
17089150,
17090916,
17093386,
12107642,
12107910,
12108121,
12108236,
12110148,
12110157,
12111081,
12114941,
12114976,
12115045,
12115420,
12115533,
12115547,
12116807,
12117218,
12117236,
12117875,
12118003,
13037466,
13038790,
13039058,
13039248,
13041693,
13043643,
13043940,
13044966,
13045268,
13054277,
13066607,
13072353,
13077013,
13078581,
13060805,1.0
13053590,
13074969,
13075107,
13053314,
13058981,
13047573,
13056425,
13056449,
13084893,
13078143,
13078146,
13049344,
14049055,
14060615,
14043538,
14120438,1.0
14120637,
14121293,
14121497,
14121558,
14120887,
14120901,
14122508,
14122951,
